category,texts
1,เทพเจ้าเฮอร์มีสหายไปใต้น้ำอีกครั้ง ก่อนจะนำขวานเงินที่แกะสลักอย่างงดงามขึ้นมาอีกด้านหนึ่ง
0,“แล้วด้ามนี้ล่ะ” พระองค์ถาม
0,คนตัดไม้สั่นศีรษะ “ด้ามนั้นก็ไม่ใช่ของข้าอีกเช่นกัน” เขาพูด “ขวานของข้าทำมาจากเหล็กกับไม้แค่นั้นเอง”
0,เทพเจ้าเฮอร์มีสหายไปอีกครั้ง คราวนี้พระองค์กลับขึ้นมาพร้อมกับขวานของคนตัดไม้ในมือ
1,“ด้ามนี้แหละขอรับ!” คนตัดไม้ร้องพร้อมกับกระโดดด้วยความดีใจ
0,เทพเจ้าเฮอร์มีสปีนขึ้นมาจากแม่น้ำแล้วยื่นขวานคืนให้คนตัดไม้
1,“ขอบคุณขอรับ” คนตัดไม้ยิ้มแป้น “มันอาจไม่ได้ทำจากทองหรือเงิน แต่สำหรับข้าแล้วมันมีค่ามากกว่าทรัพย์ใดๆ ในโลกเสียอีก”
1,เทพเจ้าเฮอร์มีสยิ้ม “เพื่อเป็นรางวัลตอบแทนความซื่อสัตย์ของเจ้า”
0,พระองค์พูด “นอกจากขวานด้ามนี้แล้ว ข้าจะยกขวานทองและขวานเงินให้เจ้าด้วย”
1,คนตัดไม้แทบไม่เชื่อในความโชคดีของตนเอง “ขอบคุณเป็นล้านๆ ครั้งเลยขอรับ”
0,เขาร้อง แล้ววิ่งกลับไปเล่าสิ่งที่เกิดขึ้นให้ครอบครัวฟัง
1,ระหว่างทางกลับบ้าน เขาชนกับคนตัดไม้อีกคนหนึ่ง เพราะความตื่นเต้น
1,คนตัดไม้เล่าเรื่องความโชคดีของเขาให้ชายผู้นั้นฟังจนหมด หลังจากพวกเขาแยกย้ายกัน
0,คนตัดไม้อีกคนก็คิดในใจว่า “บางทีข้าอาจจะได้ขวานทองคำและขวานเงินโดยไม่ต้องลงแรงอะไรเลยก็ได้”
1,เขาเดินไปที่ริมฝั่งแม่น้ำเพื่อจะลองเสี่ยงโชค
0,ไม่มีเงาของเทพเจ้าเฮอร์มีสหรือใครอื่น
0,เขาจึงตัดสินใจโยนขวานลงไปในแม่น้ำ แล้วรอเทพเจ้าปรากฏตัวขึ้น
0,ไม่มีใครมาเลย
-1,“บางทีเทพเจ้าอาจจะมา ถ้าข้าร้องไห้” คนตัดไม้คิด
-1,เขาก็เลยร้องไห้เสียงดังที่สุดเท่าที่จะทำได้
1,เทพเจ้าเฮอร์มีสปรากฏตัวขึ้นตรงหน้าเขา ทำให้เขาดีใจเป็นที่สุด
0,คนตัดไม้แอบดูเทพเจ้าจากช่องว่างระหว่างนิ้วมือ
1,“เกิดอะไรขึ้นหรือ” เทพเจ้าเฮอร์มีสถามด้วยความเมตตา
-1,“ข้าทำขวานหล่นลงไปในแม่น้ำ” คนตัดไม้ร้องไห้เหมือนเด็กๆ “ท่านช่วยข้างมขวานขึ้นมาได้ไหม”
0,“ได้สิ” เทพเจ้าเฮอร์มีสตอบ แล้วพระองค์ก็ดำลงไปในน้ำ
1,คนตัดไม้ถูมืออย่างตื่นเต้นดีใจ “รวยแล้วเรา!” เขาพึมพำ
0,ครู่ต่อมา เทพเจ้าเฮอร์มีสโผล่ขึ้นมาห่างจากจุดเดิมไปเล็กน้อย ถือขวานทองคำด้ามงามขึ้นมา
0,“ด้ามนี้ใช่หรือไม่” พระองค์ร้องถาม
1,“ใช่แล้วขอรับ” คนตัดไม้ร้อง “ด้ามนั้นแหละของข้า”
0,เทพเจ้าเฮอร์มีสเดินลุยน้ำไปที่ริมฝั่งแล้วปีนขึ้นมา
0,“เจ้าแน่ใจหรือ” พระองค์ถามซ้ำ
0,นำขวานเข้าไปใกล้คนตัดไม้เพื่อที่เขาจะได้เห็นชัดเจนยิ่งขึ้น
1,นัยน์ตาของคนตัดไม้เป็นประกายเมื่อเห็นทองคำมีค่า “ใช่แล้ว ใช่แล้วท่าน”
1,เขาพูดอย่างกระตือรือร้น “ของข้าแน่ๆ” เขาเอื้อมมือออกไปรับขวาน
-1,เทพเจ้าเฮอร์มีสก้าวถอยหลังแล้วขมวดคิ้ว “เจ้าโง่!”
-1,พระองค์พูด “ด้วยความโลภมากของเจ้า เจ้าไม่เพียงแต่เสียขวานของเจ้าเอง แต่เจ้ายังเสียขวานด้ามนี้ด้วย”
-1,พูดจบ เทพเจ้าเฮอร์มีสก็โยนขวานไปด้านหลังอย่างไม่ใส่ใจ แล้วเดินหายไปในหมู่ต้นไม้
0,คนตัดไม้คอตกเมื่อเขามองขวานทองคำเป็นประกายอยู่ในอากาศหล่นตูมลงไปในน้ำแล้วกลืนหายไปในฟองคลื่น
0,เขาไม่เคยได้เห็นขวานนั้นอีกเลย
1,“นิทานเรื่องนี้สอนให้รู้ว่า” ผู้ที่ซื่อสัตย์ ย่อมได้รับผลดีตอบแทน
0,ต้นไม้แปลงร่าง
0,ฟรองซัวส์ เลอ เกลาเอค
1,เช้าวันหนึ่ง ณ ป่าที่เคยเงียบสงบ
0,คนกลุ่มหนึ่งกำลังส่งเสียงอึกทึก
0,พวกเขาดูแผนที่ วัดระยะและป้ายเครื่องหมายสีแดงบนต้นไม้
-1,พวกต้นไม้พากันตกใจ พวกมันยืนนิ่งไม่กล้ากระดุกกระดิก
0,เมื่อคนพวกนั้นจากไป ลมวูบใหญ่ก็พัดมา
-1,เป็นลมของต้นไม้ทั้งหลายที่ถอนหายใจเมื่ออยู่ตามลำพัง
0,ต้นไม้ต่างมองดูกันและกัน
0,ต้นเกาลัดซึ่งแก่ที่สุดในป่าและเป็นผู้ที่ต้นไม้ทุกต้นให้ความนับถือพูดขึ้นว่า
0,“นี่เป็นเครื่องหมายที่คนตัดต้นไม้เขาใช้ ทุกปีเขาจะเลือกต้นไม้ในป่าของพวกเขาไปเข้าโรงเลื่อย”
0,“ฉันไม่อยากไป ฉันยังเด็กอยู่เลย ไม่ใช่ต้นใหญ่อย่างลุงสักหน่อย” ต้นสนต้นหนึ่งพูด
0,ต้นไม้ทุกต้นเริ่มเข้าใจแล้วว่าอะไรจะเกิดขึ้นแก่ต้นไม้ที่ถูกป้ายสีแดง
-1,ต้นเกาลัดใหญ่พูดขึ้นว่า “อย่าเศร้าไปเลยต้นสนน้อย
1,เรากำลังจะเจอเรื่องใหม่ๆที่น่าตื่นเต้นในชีวิตนะ”
0,“ฉันไม่เห็นอยากจะเจอเลยนี่ ฉันอยากอยู่ในป่านี้ นี่เป็นบ้านของเรา”
0,“ฉันเข้าใจเธอ แต่สิ่งใหม่ๆกำลังรอเธออยู่ พวกฉันก็ต้องไปเหมือนกัน
1,เธอต้องทำใจยอมรับสภาพที่จะเกิดขึ้น”
0,พอเช้าตรู่ คนงานก็กลับมาเอาเพื่อนๆของมันไป
0,ลำต้นและกิ่งไม้ถูกบรรทุกไปในรถต้นเกาลัดใหญ่และต้นสนน้อยได้พบกันอีกครั้งที่ประตูโรงเลื่อย
1,“เป็นไง หนูน้อย เรากำลังเดินทางผจญภัยครั้งใหญ่กันแล้ว ไม่ต้องกลัว ฉันอยู่ใกล้ๆเธอนี่เอง”
-1,สนน้อยกลั้นน้ำตาไว้เพราะมันไม่มีกิ่งใบจะซ่อนน้ำตาอีกแล้ว
0,ทั้งสองถูกยกไปใส่ในเครื่องจักรพร้อมกับซุงต้นอื่นซึ่งถูกสับเป็นชิ้นเล็กชิ้นน้อย
0,“ลุงเกาลัด ลุงยังอยู่หรือเปล่า”
-1,“อยู่นี่ ฉันจะเจอกับเธอในถัง” เสียงสั่นๆตอบมา
1,“ที่นี่ดีจัง” ต้นสนกล่าว
1,“ลุงว่าเขาจะเก็บเราไว้ในถังนี้นานไหม มันสบายดีนะ น้ำก็อุ่นเหมือนฤดูร้อนในป่าของเราเลย”
-1,หลายวันผ่านไป จนกระทั่งเช้าวันหนึ่ง ต้นสนน้อยก็ร้องขึ้น
1,“ลุงเกาลัด ฉันถูกใส่กาวแล้ว เส้นใยทุกเส้นในตัวฉันติดกันไปหมด” ต้นไม้ชราหัวเราะ
0,“ถูกแล้ว เด็กน้อยเธอกำลังจะกลายเป็นสิ่งใหม่ เธอเคยเป็นต้นไม้แต่ตอนนี้เป็นกระดาษแล้ว”
1,“วิเศษเลย แล้วทีนี้ฉันจะไปที่ไหนต่ออีกล่ะ”
0,“ถึงเวลาต้องลากันแล้ว เราต้องแยกทางกันตรงนี้ เธอจะไปกับกระดาษอื่นๆอีกจำนวนมาก จะเข้าไปในเครื่องจักรเพื่อทำให้เป็นหนังสือพิมพ์ หนังสือเล่ม หรือกระดาษห่อของ หรือมิฉะนั้นก็เป็นกระดาษแข็ง”
0,“ถ้าฉันอยากเป็นหนังสือเรียนหรือสมุดล่ะ ฉันต้องทำอย่างไร”
0,“ก็ต้องฟอกตัวให้ขาวมากๆ”
1,ดังนั้น ต้นสนน้อยจึงเปลี่ยนไปเป็นอุปกรณ์การเรียนของเด็กชายเล็กๆคนหนึ่ง ซึ่งทำหมึกหยดเป็นดวงโตลงไปบนแถวตัวอักษร ก-ไก่ ข-ไข่ อันสวยงาม
1,วันหนึ่ง เด็กชายก็ลอกบทกวีเกี่ยวกับป่าลงไป ซึ่งทำให้สมุดเล่มน้อยปลื้มใจมาก
0,“เด็กน้อยจงจำรำลึกไว้ กระดาษขาวที่ใช้อยู่นั่นหนา
0,ต้นสนน้อยและเพื่อนเดินทางมา จากในป่าให้พวกเราได้ใช้งาน
1,จงระวังชั่งใจใช้กระดาษ เพราะอาจประหยัดได้มหาศาล
0,ถ้ากระดาษแผ่นใดไม่ใช้การ ก็อย่าพาลแชเชือนทิ้งเกลื่อนไป
0,กระดาษเก่าเหล่านี้ยังมีค่า หากนำมาประดิษฐ์ผลิตใหม่
0,เป็นหนทางช่วยรักษาป่าวิไล ให้คงไว้ถึงวันหน้าอย่าลืมเอย”
0,ห้องสมุดบินได้
0,ทวีวัฒน์ โพธิรัชต์
1,ณ ห้องสมุดเล็กๆกลางสวนดอกไม้งาม บนเนินเขา
1,มีคุณยายใจดีคนหนึ่งเป็นบรรณารักษ์ผู้ก่อตั้งห้องสมุดแห่งนี้ขึ้นมาด้วยความรัก
0,คุณยายชอบอ่านหนังสือทุกประเภทมาตั้งแต่เด็กๆ ห้องสมุดแห่งนี้จึงเต็มไปด้วยหนังสือที่อ่านและสะสมมาตลอดชีวิต
1,เด็กๆและชาวบ้านทุกคนก็รักการอ่านและรักห้องสมุดแห่งนี้มาก เพราะความเอาใจใส่และคอยแนะนำหนังสือดีๆของคุณยายนั่นเอง
1,คืนวันหนึ่ง ท่ามกลางความเงียบสงัด หลังจากคุณยายกลับบ้านไปพักผ่อน
0,แล้ว จู่ๆก็มีเสียงหนังสือหล่นจากชั้นดังแปะ!
0,เจ้าหนังสือนิทานเล่มน้อยนั่นเอง มันกระโดดไปตามพื้นห้องท่ามกลางความมืด
0,สักครู่ก็มีเสียงเปิดสวิตช์ไฟดังขึ้น แล้วหลอดไฟภายในห้องก็สว่างจ้า
0,“เอ่อ” เจ้าหนังสือนิทานเอ่ยขึ้น
0,มันกระโดดออกมายืนกลางห้อง แล้วพูดเสียงดังขึ้น“ขอโทษทุกๆ เล่มด้วยนะครับที่ต้องปลุกขึ้นมากลางดึกแบบนี้ แต่ว่าผมมีเรื่องสำคัญจะประกาศให้ทราบ”
0,“ดึกป่านนี้แล้วใครมีเรื่องอะไรกันเนี่ย” หนังสือทุกเล่มงัวเงียลืมตาตื่นขึ้นมา หลายเล่มขยี้ตาแล้วทำท่าจะหลับต่อ
0,“คือว่า ผมได้ยินมาว่าห้องสมุดแห่งนี้อาจจะไม่มีอยู่อีกต่อไป” หนังสือนิทานประกาศเสียงดัง
-1,บรรดาหนังสือที่ยังคงงัวเงียอยู่ตาสว่างทันที แล้วก็เกิดเสียงพูดคุยพึมพำไปทั่วห้อง
1,“จุ๊ๆ ทุกคนอยู่ในความสงบ” หนังสือประวัติศาสตร์เก่าคร่ำคร่าเล่มหนึ่งส่งเสียงเตือน ทั้งห้องเงียบลงทันที
-1,“อย่าลืมสิว่าที่นี่คือห้องสมุด 
0,เพราะฉะนั้นกรุณาอย่าส่งเสียงดัง ว่าต่อไปสิเจ้านิทานเล่มน้อยมันเกิดอะไรขึ้น”
0,“เมื่อวานนี้มีเด็กผู้ชายคนหนึ่งมายืมผมกลับไปอ่านที่บ้าน” หนังสือนิทานเริ่มเล่า
0,“หลังจากยืมและเก็บผมใส่กระเป๋าแล้ว ผมได้ยินคุณบรรณารักษ์บอกกับเด็กว่า คุณยายอาจจะต้องเลิกดูแลห้องสมุดแห่งนี้
-1,เพราะท่านอายุมากและสุขภาพไม่ค่อยดี เดินทางมาห้องสมุดไม่ไหว และไม่มีใครดูแลต่อได้ ห้องสมุดแห่งนี้จึงอาจจะต้องปิดตัวลง”
0,“มันเป็นเรื่องธรรมดาของธรรมชาติ สิ่งใดเคยมีอยู่สักวันก็ต้องดับสูญไป” หนังสือธรรมะให้ความเห็น
1,“ผมรู้” หนังสือนิทานพูดต่อ “และผมก็รู้ด้วยว่าคุณยายรักห้องสมุดนี้มาก เพราะเป็นผู้ก่อตั้งและดูแลมาแสนนาน
1,ห้องสมุดนี้เป็นที่รักของคนทั้งเมือง โดยเฉพาะเด็กๆที่มาอ่านนิทานกันอย่างสนุกสนาน
-1,เด็กผู้ชายที่ยืมผมไปเมื่อวาน หลังจากอ่านนิทานจบก็ร้องไห้เพราะจะไม่ได้มาห้องสมุดอีกแล้ว” หนังสือนิทานเสียงสั่น น้ำตาเริ่มคลอ
-1,“ผมสงสารเด็กคนนั้นมากจึงเผลอพูดกับเขา ทั้งๆ ที่รู้ว่าผิดกฎของพวกเราที่ห้ามเปิดเผยว่าหนังสือทุกเล่มมีชีวิตจิตใจ และสามารถพูดได้”
0,“เอ่อ...ไม่เป็นไรหรอก” หนังสือกฎหมายแง้มตู้กระจกออกมาให้ความเห็น “บางสถานการณ์กฎก็อนุโลมกันได้นะ”
0,“ถ้าห้องสมุดปิดตัวลงจริงๆ หนังสืออย่างเราคงต้องแปรสภาพเป็นถุงกระดาษ หรือไม่ก็ถูกย่อยสลายนำกลับไปผลิตเป็นกระดาษว่างเปล่า
1,นั่นอาจจะดีต่อโลก แต่น่าเสียดายความรู้ที่อยู่ในตัวพวกเรา” หนังสือสิ่งแวดล้อมออกความเห็น
0,“ผมได้ปรึกษากับเด็กคนนั้นแล้ว” หนังสือนิทานพูดต่อ “คืนนี้เด็กๆ และชาวบ้านจะมาประชุมร่วมกับพวกเรา”
1,เมื่อมองออกไปนอกหน้าต่างท่ามกลางความมือมิด เห็นแสงไฟค่อยๆปรากฏขึ้นทีละดวงๆ ใกล้เข้ามาเรื่อยๆ ชาวบ้านและเด็กๆนั่นเอง ทุกคนเดินทางมาด้วยความรักที่มีให้แก่ห้องสมุดแห่งนี้ ทั้งหมดเข้าไปนั่งประชุมรวมกับหนังสืออย่างอบอุ่น
0,ทุกคนลงความเห็นว่าจะต้องช่วยกันเพื่อให้มีห้องสมุดแห่งนี้ต่อไป
0,แต่ไม่ว่าจะอย่างไร คุณยายก็คงเดินทางมาห้องสมุดทุกวันไม่ไหวแน่ๆ
0,ความคิดมากมายถูกเสนอขึ้นมาแต่ก็ยังไม่เป็นที่ถูกใจของทุกคน
1,“หรือว่าความจริงคุณยายควรจะพักผ่อน” หนังสือเกี่ยวกับสุขภาพตั้งข้อเสนอ
1,“ในเมื่อคุณยายอายุมากแล้ว อาจจะดีกว่าถ้าให้คุณยายเลิกดูแลห้องสมุด”
0,“ชีวิตของคุณยายคือห้องสมุดแห่งนี้” คุณตาหนังสือประวัติศาสตร์แย้ง
1,“ในฐานะที่ฉันเป็นหนังสือเก่าแก่ที่สุดในนี้ และเป็นสมบัติของครอบครัวนี้มาตั้งแต่คุณยายยังไม่เกิด และเห็นคุณยายเติบโตมากับหนังสือมากมายตลอดชีวิต ขอยืนยันว่าการได้ดูแลห้องสมุดแห่งนี้เป็นความสุขของคุณยายจริงๆ”
0,“เอาอย่างนี้มั้ยล่ะ” หนังสือนิยายเสนอขึ้น “เราจะสร้างห้องสมุดแห่งนี้เป็นห้องสมุดบินได้ เท่านี้ คุณยายก็ไม่ต้องเดินทางให้เหนื่อยอีกต่อไป”
0,เด็กๆตาเป็นประกาย เมื่อได้ยินคำว่าห้องสมุดบินได้
0,“อยู่ดีๆ ห้องสมุดจะบินได้ยังไงกัน พวกเรามาคิดถึงเรื่องที่เป็นไปได้ดีกว่านะ” คุณป้าขายข้าวแกงแย้งขึ้น
1,“เป็นไปได้สิครับ” ชายหนุ่มคนหนึ่งลุกขึ้นยืนให้ความเห็น
1,“ผมเป็นวิศวกรก็เพราะแรงบันดาลใจจากการอ่านหนังสือในห้องสมุดนี้ตั้งแต่เด็ก ผมจะใช้ความรู้ความสามารถในด้านวิศวกรรม
0,ถ้าพวกเราทุกคนและหนังสือทุกเล่มช่วยกันใช้ความรู้ที่มี เราต้องสร้างห้องสมุดบินได้ให้คุณยายได้แน่ๆ”
1,“ผมเห็นด้วย” นักวิทยาศาสตร์พูดขึ้นบ้าง “จริงๆ แล้วตอนเด็กๆ ผมเรียนไม่เก่งและไม่ชอบอ่านหนังสือเลย แต่คุณยายบรรณารักษ์แนะนำให้อ่านหนังสือแสนสนุกมากมาย และพอเริ่มสนใจเรื่องราวในหนังสือวิทยาศาสตร์ผมก็ตั้งใจเรียน และได้เป็นนักวิทยาศาสตร์ นั่นไงเพื่อนรักของผม”
1,หนังสือวิทยาศาสตร์เก่าๆ ที่แอบอยู่หลังตู้หนังสือได้ฟังก็ซาบซึ้งจนน้ำตาไหล กระโดดออกมาสู่อ้อมกอดของนักวิทยาศาสตร์ทันที
-1,“เอาล่ะหยุดร้องไห้เถอะ” นักวิทยาศาสตร์ปลอบ “นายเป็นหนังสือนะ เดี๋ยวก็เปียกหมดหรอก”
1,นักบินวัยกลางคนจูงมือหนังสือเกี่ยวกับเครื่องบินออกมากลางห้อง “ผมอยากเป็นนักบินก็เพราะชอบดูรูปเครื่องบินจากหนังสือเล่มนี้
1,วันนี้ผมกับเพื่อนรักจะช่วยกันดูแลเรื่องการบินของห้องสมุดให้เอง”
1,“ขอบคุณครับทุกคนขอบคุณแทนคุณยายด้วย” หนังสือนิทานเล่มน้อยพูดขึ้น “พรุ่งนี้เราจะเริ่มลงมือกันเลยนะครับ”
0,“ไชโย” ทุกคนร้องขึ้นพร้อมกัน
0,หนังสือประวัติศาสตร์ยกมือกุมขมับ “บอกแล้วว่าอย่าเสียงดังในห้องสมุด”
0,และแล้วการสร้างห้องสมุดบินได้ก็เริ่มขึ้นในเช้าวันต่อมา
0,วันนี้เป็นวันหยุดประจำสัปดาห์ คุณยายจึงไม่ได้มาที่ห้องสมุด
0,หนังสือในหมวดวิทยาศาสตร์ และการบินจับกลุ่มปรึกษากับวิศวกร นักวิทยาศาสตร์ และนักบินถึงวิธีการดัดแปลงให้ห้องสมุดสามารถบินขึ้นไปบนฟ้าได้
0,ช่างก่อสร้างเตรียมวัสดุอุปกรณ์ในการก่อสร้างร่วมกับหนังสือในหมวดงานช่าง
0,เด็กๆช่วยกันทำความสะอาดและซ่อมแซมหนังสือเก่าแก่ทั้งหลายอย่างทะนุถนอม
0,“หิวหรือยังทุกๆ คน” คุณป้าขายข้าวแกงเข็นรถกับข้าวเข้ามา ในภาชนะแต่ละใบเต็มไปด้วยข้าวปลาอาหารน่ากิน
0,รู้หรือเปล่าว่าเบื้องหลังความอร่อยของร้านข้าวแกงประจำเมืองมาจากตำราอาหารในห้องสมุดนี้
1,“และฉันก็ยังมีความจำเป็น ยิ่งป้าใกล้ถึงวัยขี้หลงขี้ลืมแล้วด้วย” หนังสือตำราอาหารแซวคุณป้าทำให้ทุกคนหัวเราะเป็นที่ขบขัน
1,หลังจากกินอาหารกันอย่างเอร็ดอร่อยแล้วทุกคนก็ช่วยกันทำงานต่อ พวกช่างเริ่มลงมือสร้างส่วนปีกติดให้ห้องสมุด โดยมีวิศวกรกับหนังสือคู่ใจช่วยออกแบบและควบคุมดูแลการสร้าง นักวิทยาศาสตร์กับช่างเครื่องยนต์ได้ช่วยกันติดตั้งเครื่องยนต์ โดยมีหนังสือตำราร่วมให้คำปรึกษา ส่วนนักบินกำลังออกแบบระบบควบคุมการบินให้คุณยายสามารถบังคับได้อย่างสบายด้วยปุ่มเพียงปุ่มเดียว
1,“ไหนๆ เราจะทำให้ห้องสมุดบินได้แล้ว เราก็ถือโอกาสซ่อมแซมตกแต่งให้สวยงามไปด้วยเลยดีกว่า” หนังสือศิลปะออกความเห็น
1,ทุกคนเห็นด้วยจึงมอบหมายให้หนังสือศิลปะช่วยออกแบบและเลือกสี ชาวบ้านและเด็กๆช่วยกันทาสีห้องสมุดจนสวยงาม
1,“น่าจะมีดอกไม้ตกแต่งให้บรรยากาศสดชื่นเวลาอ่านหนังสือด้วยนะ” หนังสือภาพดอกไม้เสนอ
1,ชาวสวนรีบไปหาดอกไม้สวยๆ มาตกแต่งบนโต๊ะและชั้นหนังสือทันที
1,ทุกๆคนช่วยกันทำงานคนละไม้คนละมือตามความถนัดของตน เย็นวันนั้นห้องสมุดก็ถูกปรับปรุงจนเสร็จ ปีกและเครื่องยนต์ติดตั้งพร้อมสำหรับทำการบินได้อย่างปลอดภัย ทั้1ภายนอกและภายในตกแต่งทาสีสวยงาม มีดอกไม้สวยประดับประดา
1,ชั้นและตู้ใส่หนังสือถูกซ่อมแซมให้แข็งแรงและทาสีใหม่ หนังสือทุกเล่มทยอยเดินเรียงแถวกันเข้าประจำที่ในหมวดหมู่ของตนเองอย่างเป็นระเบียบ
1,ชาวบ้านต่างทยอยกันเข้ามาชื่นชมห้องสมุดโฉมใหม่ที่สำเร็จได้ด้วยความร่วมมือร่วมใจของทุกคน
1,“ขอบคุณมากครับทุกๆ คน” หนังสือนิทานเล่มน้อยออกมายืนกลางห้อง “ขอบคุณแทนคุณยายบรรณารักษ์ ขอบคุณแทนเด็กๆที่จะได้มีห้องสมุดไว้อ่านหนังสือต่อไป”
1,“ผมดีใจที่จะได้อ่านหนังสือนิทานสนุกๆ อีก” เด็กชายผู้เคยร้องไห้ตอนที่รู้ข่าวว่าจะปิดห้องสมุดเดินออกมา อุ้มหนังสือนิทานไว้อย่างทะนุถนอม
1,คุณตาหนังสือประวัติศาสตร์ถามขึ้นว่า “เด็กน้อย ไหนลองบอกตาหน่อยสิว่า เธอได้รับแรงบันดาลใจอะไรจากหนังสือบ้าง”
1,“ผมอยากเป็นนักเขียนนิทานครับ ห้องสมุดจะได้มีนิทานดีๆ สนุกๆ ให้เด็กๆ ได้อ่านเรื่อยไปไม่มีวันสิ้นสุด”
1,พอสิ้นเสียงของเด็กชายทุกคนในห้องสมุดและหนังสือทุกเล่มต่างพากันปรบมือชื่นชมในความสำเร็จร่วมกันเสียงดังสนั่น ทุกใบหน้ามีแต่รอยยิ้มเบิกบาน
0,“ถ้างั้นพวกเราขับห้องสมุดบินไปบ้านคุณยายกันเลย” นักบินประกาศ
1,ทุกคนส่งเสียงไชโยพร้อมกันอีกครั้ง
0,นักบินกดปุ่มที่โต๊ะคุณยายบรรณารักษ์เพียงหนึ่งครั้ง ปีกเล็กๆก็ยื่นออกมาจากด้านข้างของห้องสมุด เกิดแรงขับดันด้านล่างค่อยๆยกตัวห้องสมุดขึ้นช้าๆ ลอยขึ้นสู่ท้องฟ้าเบื้องบน
1,คืนนั้น คุณยายบรรณารักษ์นอนหลับพักผ่อนอยู่บนเตียงนุ่มสบาย ก่อนหลับคุณยายยังนึกเป็นห่วงห้องสมุดว่าจะไม่มีใครดูแล ไม่มีใครคอยแนะนำเด็กๆให้อ่านหนังสือ
0,แต่ถ้าคุณยายตื่นขึ้นมาตอนนี้และมองออกไปนอกหน้าต่างจะเห็นห้องสมุดหลังหนึ่งกางปีกข้ามฟ้ามาอย่างช้าๆค่อยๆลดระดับลงจอดข้างหน้าต่างห้องคุณยาย
0,สายตาหลายสิบคู่ของชาวบ้านและเด็กๆ และสายตานับพันของหนังสือเต็มห้องสมุดต่างมองมายังคุณยายอย่างขอบคุณ
1,พรุ่งนี้ตอนเช้า เด็กๆจะไปยืนรอที่เดิม แหงนหน้ามองท้องฟ้ารอให้คุณยายบังคับห้องสมุดบินร่อนลงบนเนินเขากลางสวนดอกไม้ ที่ซึ่งคุณยายกับห้องสมุดเล็กๆ ให้ความรู้ ความสุข สนุกสนาน และแรงบันดาลใจแก่ทุกคนตลอดมา
0,สะพานลอยเกเรกับเจ้าด่าง
0,พงศกร เถาทอง
-1,ณ ถนนสายหนึ่งใจกลางมหานคร ถนนสายนี้มีหกเลน รถราวิ่งกันขวักไขว่ และที่นี่มีสะพานลอยข้ามถนนอยู่แห่งหนึ่ง เป็นสะพานลอยนิสัยเกเร ชอบแกล้งคนที่ข้ามสะพานลอยเสมอ
-1,บางครั้งเมื่อมีชายหนุ่มเดินมาเพื่อข้ามสะพานลอย เจ้าสะพานลอยจอมเกเรก็จะแกล้งยืดตัวขึ้นเพื่อจะทำให้บันไดสูงขึ้น...สูงขึ้น...สูงขึ้นจนชายหนุ่มต้องปีนขึ้นบันไดทีละขั้น...ทีละขั้น...ทีละขั้น กว่าจะข้ามสะพานลอยนี้ไปได้ทำเอาเขาแทบหมดแรง
-1,หรือบางครั้งเมื่อเด็กๆ นักเรียนกำลังจะเดินข้าม เจ้าสะพานลอยจอมเกเรก็จะแกล้งหดตัวให้ทางเดินแคบลงจนเกือบแทรกตัวผ่านไปไม่ได้
-1,และวันดีคืนดีหากว่ามีฝนตกเจ้าสะพานลอยก็จะแกล้งอมน้ำฝนที่ตกลงมาไว้ ไม่ปล่อยให้ระบายออกไป คนที่เดินข้ามสะพานลอยก็แทบจะต้องว่ายน้ำข้ามกว่าจะไปถึงอีกฝั่งได้ก็เนื้อตัวเปียกปอน
-1,ยิ่งยามกลางคืนหากมีหญิงสาวกำลังเดินข้ามสะพานลอยล่ะก็ เจ้าสะพานลอยจอมเกเรก็จะแกล้งดับไฟ แล้วทำเสียงน่ากลัวใส่ทันที “แบร่...”
-1,หญิงสาวตกใจคิดว่าถูกผีหลอก วิ่งหนีแทบตกบันได
1,เจ้าสะพานลอยเกเรหัวเราะชอบใจ เหตุการณ์เป็นเช่นนี้ทุกวัน
0,จนสุดท้ายก็ไม่มีใครใช้สะพานลอยข้ามถนนอีกเลย
-1,แต่ยังมีหมาจรจัดอยู่ตัวหนึ่งชื่อเจ้าด่าง ซึ่งยังคงพยายามข้ามสะพานลอยเพื่อมายังตลาดที่อยู่อีกฝั่งหนึ่งของถนน
0,และทุกๆ ครั้งที่เจ้าด่างเดินขึ้นบันไดมาถึงบนสะพานลอย
0,มันก็ยกขาขึ้นข้างหนึ่งแล้วฉี่เพื่อประกาศอาณาเขตของมัน
-1,เจ้าสะพานลอยจอมเกเรสุดที่จะทน จึงพยายามแกล้งเจ้าด่างทุกวิถีทางเพื่อไม่ให้มันเดินขึ้นมาบนสะพานลอยอีก แต่ไม่ว่าสะพานลอยจะพยายามยืดตัวเท่าไร เจ้าด่างก็พยายามปีนขึ้นมาได้เสมอ
0,ไม่ว่าสะพานลอยจะพยายามหดตัวลงเท่าไร เจ้าด่างก็พยายามเดินลอดไปจนได้
0,หรือเมื่อฝนตกลงมาแล้วสะพานลอยอมน้ำไว้ เจ้าด่างก็พยายามว่ายน้ำข้ามสะพานลอยจากฝั่งตลาดเพื่อกลับไปนอนยังป้ายรถประจำทางที่ประจำ
-1,บางครั้งสะพานลอยก็แกล้งดับไฟ แต่แทนที่เจ้าด่างจะกลัว กลับหอนเสียงโหยหวน “โบร๋ว...”
